StartTime,LastTime,SrcAddr,DstAddr,Mean,Sport,Dport,SrcPkts,DstPkts,TotPkts,DstBytes,SrcBytes,TotBytes,SrcLoad,DstLoad,Load,SrcRate,DstRate,Rate,SrcLoss,DstLoss,Loss,pLoss,SrcJitter,DstJitter,SIntPkt,DIntPkt,Proto,Dur,TcpRtt,IdleTime,Sum,Min,Max,sDSb,sTtl,dTtl,sIpId,dIpId,SAppBytes,DAppBytes,TotAppByte,SynAck,RunTime,sTos,SrcJitAct,DstJitAct,Traffic,Target
2019-08-19 09:48:15,2019-08-19 09:48:20,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42672.851562,114958.148438,157631.0,30.07917,40.576599,70.857643,0,0,0,0.0,73.122516,65.814344,34.331566,25.621896,17,4.953594,0.0,1548776960,4.953594,4.953594,4.953594,0,64,128,4126,14969,20000,62648,82648,0.0,4.953594,0,73.122516,65.814344,normal,0
2019-08-19 09:48:20,2019-08-19 09:48:20,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,273777760.0,0.0,273777760.0,111111.109375,0.0,111111.109375,0,0,0,0.0,0.0,0.0,0.009,0.0,17,9e-06,0.0,1548776960,9e-06,9e-06,9e-06,0,1,0,32,0,528,0,528,0.0,9e-06,0,0.0,0.0,normal,0
2019-08-19 09:48:21,2019-08-19 09:48:26,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42695.980469,115020.445312,157716.421875,30.09547,40.598587,70.896042,0,0,0,0.0,72.876812,65.720172,34.279535,25.70627,17,4.950911,0.0,1548776960,4.950911,4.950911,4.950911,0,64,128,4201,43641,20000,62648,82648,0.0,4.950911,0,72.876812,65.720172,normal,0
2019-08-19 09:48:26,2019-08-19 09:48:26,192.168.0.2,192.168.0.255,0,1740,1741,2,0,2,0,124,124,70857144.0,0.0,70857144.0,142857.140625,0.0,142857.140625,0,0,0,0.0,0.0,0.0,0.007,0.0,17,7e-06,0.0,1548776960,7e-06,7e-06,7e-06,0,1,0,37787,0,16,0,16,0.0,7e-06,0,0.0,0.0,normal,0
2019-08-19 09:48:26,2019-08-19 09:48:26,192.168.0.2,192.168.0.255,0,1740,1742,2,0,2,0,124,124,165333328.0,0.0,165333328.0,333333.3125,0.0,333333.3125,0,0,0,0.0,0.0,0.0,0.003,0.0,17,3e-06,0.0,1548776960,3e-06,3e-06,3e-06,0,1,0,37788,0,16,0,16,0.0,3e-06,0,0.0,0.0,normal,0
2019-08-19 09:48:26,2019-08-19 09:48:26,192.168.0.2,192.168.0.255,0,1740,1740,2,0,2,0,124,124,55111108.0,0.0,55111108.0,111111.109375,0.0,111111.109375,0,0,0,0.0,0.0,0.0,0.009,0.0,17,9e-06,0.0,1548776960,9e-06,9e-06,9e-06,0,1,0,37786,0,16,0,16,0.0,9e-06,0,0.0,0.0,normal,0
2019-08-19 09:48:26,2019-08-19 09:48:26,192.168.0.2,192.168.0.255,0,1740,1743,2,0,2,0,124,124,496000000.0,0.0,496000000.0,1000000.0,0.0,1000000.0,0,0,0,0.0,0.0,0.0,0.001,0.0,17,1e-06,0.0,1548776960,1e-06,1e-06,1e-06,0,1,0,37789,0,16,0,16,0.0,1e-06,0,0.0,0.0,normal,0
2019-08-19 09:48:26,2019-08-19 09:48:31,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42980.808594,116013.867188,158994.671875,30.296242,41.276089,71.775658,0,0,0,0.0,71.825633,64.96427,34.105793,25.199799,17,4.918102,0.0,1548776960,4.918102,4.918102,4.918102,0,64,128,4276,5242,20000,62696,82696,0.0,4.918102,0,71.825633,64.96427,normal,0
2019-08-19 09:48:31,2019-08-19 09:48:36,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,42802.414062,115082.007812,157884.421875,30.170494,40.294819,70.667801,0,0,0,0.0,73.183203,66.813742,34.251668,26.48499,17,4.9386,0.0,1548776960,4.9386,4.9386,4.9386,0,64,128,4351,32378,20000,62600,82600,0.0,4.9386,0,73.183203,66.813742,normal,0
2019-08-19 09:48:36,2019-08-19 09:48:41,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42390.59375,114420.75,156811.34375,29.880211,40.709282,70.790031,0,0,0,0.0,73.109195,65.620594,34.526707,25.391896,17,4.986578,0.0,1548776960,4.986578,4.986578,4.986578,0,64,128,4426,59258,20000,62696,82696,0.0,4.986578,0,73.109195,65.620594,normal,0
2019-08-19 09:48:41,2019-08-19 09:48:46,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42713.53125,115067.726562,157781.25,30.107841,40.615276,70.925186,0,0,0,0.0,72.777266,65.716852,34.290941,25.712336,17,4.948877,0.0,1548776960,4.948877,4.948877,4.948877,0,64,128,4501,19579,20000,62648,82648,0.0,4.948877,0,72.777266,65.716852,normal,0
2019-08-19 09:48:46,2019-08-19 09:48:51,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42355.167969,114102.3125,156457.484375,29.855238,40.274517,70.330124,0,0,0,0.0,73.321258,66.208539,34.58366,25.808701,17,4.990749,0.0,1548776960,4.990749,4.990749,4.990749,0,64,128,4576,45691,20000,62648,82648,0.0,4.990749,0,73.321258,66.208539,normal,0
2019-08-19 09:48:51,2019-08-19 09:48:56,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42759.460938,115416.398438,158175.859375,30.140217,41.063515,71.406013,0,0,0,0.0,72.755062,65.13002,34.209812,25.270912,17,4.943561,0.0,1548776960,4.943561,4.943561,4.943561,0,64,128,4651,6268,20000,62696,82696,0.0,4.943561,0,72.755062,65.13002,normal,0
2019-08-19 09:48:51,2019-08-19 09:48:51,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,205333328.0,0.0,205333328.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776960,1.2e-05,1.2e-05,1.2e-05,0,1,0,33,0,528,0,528,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:48:57,2019-08-19 09:49:02,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,43000.332031,115614.140625,158614.46875,30.310001,40.48114,70.994568,0,0,0,0.0,72.247898,65.672281,34.070262,25.813854,17,4.915869,0.0,1548776960,4.915869,4.915869,4.915869,0,64,128,4726,32124,20000,62600,82600,0.0,4.915869,0,72.247898,65.672281,normal,0
2019-08-19 09:49:02,2019-08-19 09:49:07,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42278.179688,114117.320312,156395.5,29.800972,40.601326,70.602303,0,0,0,0.0,73.576117,65.590984,34.646008,25.863766,17,4.999837,0.0,1548776960,4.999837,4.999837,4.999837,0,64,128,4801,58236,20000,62696,82696,0.0,4.999837,0,73.576117,65.590984,normal,0
2019-08-19 09:49:07,2019-08-19 09:49:12,192.168.0.2,192.168.0.44,5,1740,1740,150,210,360,72080,26600,98680,41916.019531,113799.703125,155715.71875,29.545694,41.443291,71.187279,0,0,0,0.0,73.951242,64.68077,34.931652,25.072248,17,5.043036,0.0,1548776960,5.043036,5.043036,5.043036,0,64,128,4876,19581,20000,62840,82840,0.0,5.043036,0,73.951242,64.68077,normal,0
2019-08-19 09:49:12,2019-08-19 09:49:17,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42758.851562,115189.820312,157948.671875,30.13979,40.658375,71.000443,0,0,0,0.0,72.265227,65.689437,34.274719,25.829617,17,4.943631,0.0,1548776960,4.943631,4.943631,4.943631,0,64,128,4951,46205,20000,62648,82648,0.0,4.943631,0,72.265227,65.689437,normal,0
2019-08-19 09:49:17,2019-08-19 09:49:22,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42918.589844,115620.140625,158538.734375,30.252382,40.810261,71.265678,0,0,0,0.0,72.601547,65.211113,34.196906,25.649881,17,4.925232,0.0,1548776960,4.925232,4.925232,4.925232,0,64,128,5026,7806,20000,62648,82648,0.0,4.925232,0,72.601547,65.211113,normal,0
2019-08-19 09:49:20,2019-08-19 09:49:20,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,189538464.0,0.0,189538464.0,76923.078125,0.0,76923.078125,0,0,0,0.0,0.0,0.0,0.013,0.0,17,1.3e-05,0.0,1548776960,1.3e-05,1.3e-05,1.3e-05,0,1,0,34,0,528,0,528,0.0,1.3e-05,0,0.0,0.0,normal,0
2019-08-19 09:49:22,2019-08-19 09:49:27,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42483.253906,114447.375,156930.625,29.945524,40.396313,70.542816,0,0,0,0.0,73.643945,65.772266,34.453875,25.81307,17,4.975702,0.0,1548776960,4.975702,4.975702,4.975702,0,64,128,5101,36990,20000,62648,82648,0.0,4.975702,0,73.643945,65.772266,normal,0
2019-08-19 09:49:26,2019-08-19 09:49:26,192.168.0.2,192.168.0.255,0,1740,1741,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776960,1.2e-05,1.2e-05,1.2e-05,0,1,0,4199,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:49:26,2019-08-19 09:49:26,192.168.0.2,192.168.0.255,0,1740,1743,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776960,1.2e-05,1.2e-05,1.2e-05,0,1,0,4201,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:49:26,2019-08-19 09:49:26,192.168.0.2,192.168.0.255,0,1740,1742,2,0,2,0,124,124,45090908.0,0.0,45090908.0,90909.09375,0.0,90909.09375,0,0,0,0.0,0.0,0.0,0.011,0.0,17,1.1e-05,0.0,1548776960,1.1e-05,1.1e-05,1.1e-05,0,1,0,4200,0,16,0,16,0.0,1.1e-05,0,0.0,0.0,normal,0
2019-08-19 09:49:26,2019-08-19 09:49:26,192.168.0.2,192.168.0.255,0,1740,1740,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776960,1.2e-05,1.2e-05,1.2e-05,0,1,0,4198,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:49:28,2019-08-19 09:49:33,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,42800.730469,115077.484375,157878.21875,30.169308,40.293236,70.665024,0,0,0,0.0,72.802258,66.595297,34.277754,26.261852,17,4.938794,0.0,1548776960,4.938794,4.938794,4.938794,0,64,128,5176,62590,20000,62600,82600,0.0,4.938794,0,72.802258,66.595297,normal,0
2019-08-19 09:49:33,2019-08-19 09:49:38,192.168.0.2,192.168.0.44,4,1740,1740,150,208,358,71944,26600,98544,42297.402344,114614.21875,156911.625,29.814522,41.420174,71.434792,0,0,0,0.0,73.168813,65.06491,34.594574,25.071381,17,4.997565,0.0,1548776960,4.997565,4.997565,4.997565,0,64,128,5251,23679,20000,62792,82792,0.0,4.997565,0,73.168813,65.06491,normal,0
2019-08-19 09:49:38,2019-08-19 09:49:43,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42997.289062,115832.15625,158829.453125,30.307858,40.885098,71.396362,0,0,0,0.0,72.032273,65.367711,34.137691,25.728639,17,4.916217,0.0,1548776960,4.916217,4.916217,4.916217,0,64,128,5326,49535,20000,62648,82648,0.0,4.916217,0,72.032273,65.367711,normal,0
2019-08-19 09:49:43,2019-08-19 09:49:48,192.168.0.2,192.168.0.44,5,1740,1740,150,206,356,71808,26600,98408,42077.730469,113797.625,155875.359375,29.659681,40.806942,70.66568,0,0,0,0.0,73.907875,65.611039,34.808734,25.466512,17,5.023655,0.0,1548776960,5.023655,5.023655,5.023655,0,64,128,5401,10240,20000,62744,82744,0.0,5.023655,0,73.907875,65.611039,normal,0
